id,code,description
127,655007,Abnormal fetal heart beat noted before labor in liveborn infant
128,658009,Injury of colon without open wound into abdominal cavity
129,663008,Pulmonary embolism following molar AND/OR ectopic pregnancy
130,664002,Delayed ovulation
131,666000,Poisoning by antivaricose drug AND/OR sclerosing agent
132,675003,Torsion of intestine
133,682004,Thrombosis complicating pregnancy AND/OR puerperium
134,685002,Acquired telangiectasia of small AND/OR large intestines
135,701003,Adult osteochondritis of spine
136,703000,Congenital adhesions of tongue
137,714002,Abrasion AND/OR friction burn of toe with infection
138,715001,Nontraumatic rupture of urethra
139,718004,Acute bronchiolitis with obstruction
140,733007,Superficial foreign body of groin without major open wound but with infection
141,734001,Opocephalus
142,736004,Abscess of hip
143,750009,Schistosoma mansoni infection
144,755004,Postgastrectomy phytobezoar
145,756003,Chronic rheumatic myopericarditis
146,758002,Cyst of uterus
147,775008,Open wound of head with complication
148,776009,Partial arterial retinal occlusion
149,781000,Cestrum diurnum poisoning
150,786005,Clinical stage I B
151,787001,Rheumatic mitral stenosis with regurgitation
152,788006,Disease-related diet
153,792004,Jakob-Creutzfeldt disease
154,799008,Sigmoid colon ulcer
155,801006,Nonvenomous insect bite of foot with infection
156,805002,Pneumoconiosis due to silica
157,811004,Flail motion
158,813001,Ankle instability
159,815008,Episcleritis
160,816009,Genetic recombination
161,818005,Third degree burn of multiple sites of lower limb
162,825003,Superficial injury of axilla with infection
163,827006,Late congenital syphilis and latent (+ sero. and - C.S.F. for 2 years OR more)
164,832007,Moderate major depression
165,834008,Chair-seated facing coital position
166,841002,Congenital absence of skull bone
167,842009,Consanguinity
168,843004,Poliomyelomalacia
169,844005,Behavior finding
170,845006,Injury of inferior mesenteric artery
171,849000,Total cataract
172,857002,Erythema simplex
173,862001,Anemia due to chlorate
174,865004,Hyperalimentation formula for ileus
175,871005,Contracted pelvis
176,874002,Therapeutic diuresis
177,875001,Chalcosis of eye
178,888003,Foetal or neonatal effect of maternal blood loss
179,890002,Deep third degree burn of elbow
180,899001,Axis I diagnosis
181,903008,Chorioretinal infarction
182,904002,Pinard's sign
183,908004,Superficial injury of interscapular region without infection
184,919001,Pseudohomosexual state
185,928000,Disorder of musculoskeletal system
186,931004,Gestation period,9 weeks
187,932006,Flat affect
188,934007,Thalassemia intermedia
189,943003,Congenital retinal aneurysm
190,954008,Renon-Delille syndrome
191,961007,Erythema nodosum and acute form
192,962000,Disability evaluation,disability 6%
193,964004,Open wound of pharynx without complication
194,965003,Toxic amblyopia
195,975000,Anorectal agenesis
196,978003,Chronic infantile eczema
197,981008,Hemorrhagic proctitis
198,984000,Perirectal cellulitis
199,987007,Cellulitis of temple region
200,991002,Wide QRS complex
201,998008,Chagas' disease with heart involvement
202,1003002,Religious discrimination
203,1020003,Disease due to Nairovirus
204,1023001,Apnea
205,1027000,Alkaline reflux disease
206,1031006,Open wound of trachea without complication
207,1033009,Thoracic arthritis
208,1034003,Mesenteric-portal fistula
209,1038000,Disacchariduria
210,1045000,Colonospasm
211,1046004,Ureteritis glandularis
212,1051005,Hyperplasia of islet alpha cells with gastrin excess
213,1055001,Stenosis of precerebral artery
214,1059007,Opisthorchiasis
215,1070000,Facial myokymia
216,1073003,Xeroderma pigmentosum and group B
217,1074009,Glucocorticoid-responsive primary aldosteronism
218,1077002,Septal infarction by EKG
219,1079004,Macular retinal cyst
220,1085006,Candidiasis of vulva
221,1089000,Intrauterine sepsis of fetus
222,1102005,Intraerythrocytic parasitosis by Nuttallia
223,1107004,Early latent syphilis and positive serology and negative cerebrospinal fluid and with relapse after treatment
224,1108009,Female pattern alopecia
225,1111005,Normal sebaceous gland activity
226,1112003,Degenerative disorder of eyelid
227,1116000,Chronic aggressive type B viral hepatitis
228,1124005,Postpartum period,6 days
229,1125006,Septicemia during labor
230,1126007,Knee locking
231,1131009,Congenital valvular insufficiency
232,1134001,Muehrcke's lines
233,1135000,Solar retinopathy
234,1139006,Confrontation (visual) test
235,1140008,Thermal hypesthesia
236,1141007,Circumoral paresthesia
237,1145003,Developmental speech disorder
238,1150009,Congenital microcheilia
239,1151008,Generalized constriction of visual field
240,1152001,Skin reaction negative
241,1155004,EKG hypertrophy
242,1156003,Cavitary prostatitis
243,1168007,Allotype
244,1184008,Glasgow coma scale 10
245,1192004,Familial amyloid neuropathy and Finnish type
246,1194003,Disease condition determination and well controlled
247,1196001,Chronic bipolar II disorder and most recent episode major depressive
248,1197005,Carbuncle of heel
249,1201005,Benign essential hypertension
250,1203008,Deep third degree burn of forehead AND/OR cheek with loss of body part
251,1207009,Glaucomatous atrophy of optic disc
252,1208004,Gastroptosis
253,1212005,Childhood type dermatomyositis
254,1214006,Infection by Strongyloides
255,1230003,No diagnosis on Axis I
256,1232006,Congenital articular rigidity with myopathy
257,1239002,Congenital anteversion of femur
258,1240000,Prone body position
259,1259003,Schistosis
260,1261007,Fracture of multiple ribs
261,1264004,Injury of descending left colon without open wound into abdominal cavity
262,1271009,Knuckle pads and deafness AND leukonychia syndrome
263,1280009,Isologous chimera
264,1282001,Perichondritis of larynx
265,1283006,Visual acuity less than .02 (1/60 count fingers 1 meter) or visual field less than 5 degrees but better than 5.
266,1284000,Abnormal jaw closure
267,1286003,Vitamin K deficiency coagulation disorder
268,1287007,Congenital absence of bile duct
269,1297003,Infection by Cladosporium carrionii
270,1308001,Complication of reimplant
271,1310004,Impaired glucose tolerance associated with genetic syndrome
272,1317001,Injury of ovary without open wound into abdominal cavity
273,1318006,Post-translational genetic protein processing
274,1323006,Poisoning by kanamycin
275,1332008,Conjugated visual deviation
276,1335005,Induratio penis plastica
277,1343000,Deep transverse arrest
278,1345007,Hang nail
279,1351002,Injury of iliac artery
280,1356007,Calculus of common duct with obstruction
281,1361009,Leukocoria
282,1363007,Fetal or neonatal effect of chronic maternal respiratory disease
283,1367008,Injury of superior mesenteric artery
284,1370007,Open fracture of metacarpal bone
285,1372004,Uterus unicornis
286,1376001,Obsessive compulsive personality disorder
287,1378000,Supination-eversion injury of ankle
288,1380006,Agoraphobia without history of panic disorder with limited symptom attacks
289,1383008,Hallucinogen mood disorder
290,1384002,Diffuse cholesteatosis of middle ear
291,1386000,Intracranial hemorrhage
292,1387009,Solanum nigrum poisoning
293,1388004,Metabolic alkalosis
294,1393001,Lenz-Majewski hyperostosis syndrome
295,1395008,Complication of ultrasound therapy
296,1402001,Frightened
297,1412008,Anterior subcapsular polar cataract
298,1415005,Lymphangitis
299,1418007,Hypoplastic chondrodystrophy
300,1419004,Injury of prostate without open wound into abdominal cavity
301,1426004,Necrotizing glomerulonephritis
302,1427008,Intraspinal abscess
303,1430001,Intracranial hemorrhage following injury without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) without return to pre-existing level
304,1447000,Icthyoparasitism
305,1469007,Spontaneous abortion with urinary tract infection
306,1474004,Hypertensive heart AND renal disease complicating AND/OR reason for care during childbirth
307,1475003,Herpes labialis
308,1478001,Obliteration of lymphatic vessel
309,1479009,20q partial trisomy syndrome
310,1482004,Chalazion
311,1486001,Orbital congestion
312,1488000,Postoperative nausea and vomiting
313,1489008,Hordeolum externum
314,1492007,Congenital anomaly of large intestine
315,1493002,Acute endophthalmitis
316,1499003,Bipolar I disorder and single manic episode with postpartum onset
317,1512006,Congenital stricture of bile duct
318,1515008,Gorham's disease
319,1518005,Splenitis
320,1519002,Congenital phlebectasia
321,1521007,Blister of buttock without infection
322,1523005,Clinical stage IV B
323,1525003,Blister of foot without infection
324,1531000,Poisoning by nitrofuran derivatives
325,1532007,Viral pharyngitis
326,1534008,Palsy of conjugate gaze
327,1538006,Central nervous system malformation in fetus affecting obstetrical care
328,1539003,Acquired trigger finger
329,1542009,Omphalocele with obstruction
330,1544005,Open dislocation of knee
331,1551001,Osteomyelitis of femur
332,1556006,Clark melanoma level 4
333,1563006,Protein S deficiency disease
334,1567007,Chronic gastric ulcer without hemorrhage and without perforation AND without obstruction
335,1588003,Heterosexual precocious puberty
336,1592005,Failed attempted abortion with uremia
337,1593000,Infantile hemiplegia
338,1606009,Infection by Macracanthorhynchus hirudinaceus
339,1608005,Increased capillary permeability
340,1639007,Abnormality of organs AND/OR soft tissues of pelvis affecting pregnancy
341,1647007,Poisoning by primaquine
342,1648002,Lymphocytic pseudotumor of lung
343,1654001,Corticosteroid-induced glaucoma
344,1657008,Mevinphos poisoning
345,1658003,Closed fracture of acromial end of clavicle
346,1663004,G2 stage
347,1667003,Early fontanel closure
348,1670004,Cerebral hemiparesis
349,1671000,Sago spleen
350,1674008,Juvenile epithelial corneal dystrophy
351,1679003,Arthritis associated with another disorder
352,1682008,Transitory amino acid metabolic disorder
353,1685005,Rat bite fever
354,1686006,Sedative and hypnotic AND/OR anxiolytic-induced anxiety disorder
355,1694004,Accessory lobe of lung
356,1698001,Ulcer of bile duct
357,1703007,Increased leg circumference
358,1705000,Closed fracture of base of neck of femur
359,1708003,Open dislocation of clavicle
360,1714005,Photokeratitis
361,1717003,Idiopathic guttate hypomelanosis
362,1723008,Urethral stricture due to schistosomiasis
363,1724002,Infection by Crenosoma
364,1734006,Fracture of vertebral column with spinal cord injury
365,1735007,Thrill
366,1739001,Fracture of occipital bone
367,1742007,Female hypererotism
368,1744008,Fusion of teeth
369,1748006,Thrombophlebitis of deep femoral vein
370,1755008,Old myocardial infarction
371,1761006,Biliary cirrhosis
372,1763009,Interstitial keratitis
373,1767005,Fisher's syndrome
374,1769008,Thoracodidymus
375,1771008,Insulin biosynthesis defect
376,1776003,Renal tubular acidosis
377,1777007,Increased molecular dissociation
378,1778002,Malocclusion due to abnormal swallowing
379,1779005,Mohr syndrome
380,1794009,Idiopathic corneal edema
381,1816003,Panic disorder with agoraphobia and severe agoraphobic avoidance AND mild panic attacks
382,1821000,Chemoreceptor apnea
383,1822007,Impaired glucose tolerance associated with pancreatic disease
384,1824008,Allergic gastritis
385,1826005,Granuloma of lip
386,1828006,Infestation by Gasterophilus haemorrhoidalis
387,1829003,Microcephalus
388,1833005,Phacoanaphylactic endophthalmitis
389,1835003,Necrosis of pancreas
390,1837006,Poisoning by metaproterenol
391,1845001,Paraparesis
392,1847009,Endophthalmitis
393,1848004,Poisoning by gaseous anesthetic
394,1852004,Traumatic injury of sixth cranial nerve
395,1855002,Developmental academic disorder
396,1856001,Accessory nose
397,1857005,Gestational rubella syndrome
398,1858000,Infection by Stilesia globipunctata
399,1860003,Fluid volume disorder
400,1865008,Impaired intestinal protein absorption
401,1869002,Rupture of sphincter of pupil
402,1881003,Increased nutritional requirement
403,1892002,Star figure at the macula
404,1896004,Ectopic breast tissue
405,1897008,Amsinckia species poisoning
406,1899006,Autosomal hereditary disorder
407,1903004,Infestation by Psorergates ovis
408,1908008,von Willebrand disease and type IIC
409,1909000,Impairment level: better eye: severe impairment: lesser eye: near-total impairment
410,1922008,Congenital absence of urethra
411,1926006,Osteopetrosis
412,1938002,Emotional AND/OR mental disease in mother complicating pregnancy and childbirth AND/OR puerperium
413,1939005,Abnormal vascular flow
414,1943009,Left-right confusion
415,1953005,Congenital deficiency of pigment of skin
416,1954004,Dilated cardiomyopathy secondary to toxic reaction
417,1955003,Preauricular dimple
418,1959009,Encephalartos species poisoning
419,1961000,Chronic polyarticular juvenile rheumatoid arthritis
420,1963002,Paroxysmal nocturnal hemoglobinuria
421,1965009,Normal skin pH
422,1967001,Longitudinal absence of radius AND ulna
423,1973000,Sedative and hypnotic AND/OR anxiolytic-induced psychotic disorder with delusions
424,1977004,Poisoning by oxymetholone
425,1979001,Focal choroiditis
426,1980003,Seromucinous otitis media
427,1981004,Urhidrosis
428,1988005,Late effect of injury to nerve roots and spinal plexus AND/OR other nerves of trunk
429,1989002,Burn of vagina AND/OR uterus
430,2004005,Normal blood pressure
431,2012002,Fracture of lunate bone of wrist
432,2024009,Dilated cardiomyopathy secondary to metazoal myocarditis
433,2028007,Erythema induratum
434,2032001,Cerebral edema
435,2036003,Acquired factor VII deficiency disease
436,2040007,Neurogenic thoracic outlet syndrome
437,2041006,Eunuchoid gigantism
438,2043009,Alcoholic gastritis
439,2053005,Late effect of injury to blood vessels of thorax and abdomen AND/OR pelvis
440,2055003,Recurrent erosion of cornea
441,2058001,Bilateral loss of labyrinthine reactivity
442,2061000,Conductive hearing loss of combined sites
443,2065009,Dominant hereditary optic atrophy
444,2066005,Gastric ulcer with hemorrhage AND perforation but without obstruction
445,2070002,Burning sensation in eye
446,2073000,Delusions
447,2087000,Pulmonary nocardiosis
448,2089002,Osteitis deformans
449,2091005,Pharyngeal diverticulitis
450,2094002,Toxic effect of carbon disulfide
451,2102007,Deep vascularization of cornea
452,2103002,Shoulder-hand syndrome
453,2107001,Anisomelia
454,2109003,Isolated somatotropin deficiency
455,2114004,Infection by Cysticercus pisiformis
456,2116002,Intramembranous bone formation
457,2120003,Weak cry
458,2121004,Poisoning by ethopropazine
459,2128005,Disease of pharyngeal tonsil
460,2129002,Edema of pharynx
461,2132004,Meconium in amniotic fluid noted before labor in liveborn infant
462,2134003,Diffuse pain
463,2136001,Open wound of jaw with complication
464,2138000,LSP - Left sacroposterior position
465,2145000,Anal intercourse
466,2149006,Decreased hormone production
467,2158004,Infection by Contracaecum
468,2167004,Retinal hemangioblastomatosis
469,2169001,Thoracic radiculitis
470,2170000,Gallop rhythm
471,2176006,Halogen acne
472,2177002,Postherpetic neuralgia
473,2186007,Compensated metabolic alkalosis
474,2198002,Visceral epilepsy
475,2202000,Open posterior dislocation of distal end of femur
476,2204004,Acquired deformity of pinna
477,2213002,Congenital anomaly of vena cava
478,2216005,Nocturnal emission
479,2217001,Superficial injury of perineum without infection
480,2219003,Disability evaluation,disability 100%
481,2224000,Selenium poisoning
482,2228002,Scintillating scotoma
483,2229005,Chimera
484,2231001,Nerve plexus disorder
485,2237002,Pleurodynia
486,2239004,Previous pregnancies 6
487,2241003,X-linked absence of thyroxine-binding globulin
488,2243000,Hypercalcemia due to hyperthyroidism
489,2245007,Foreign body in nasopharynx
490,2251002,Primary hypotony of eye
491,2256007,Monozygotic twins
492,2261009,Obstetrical pulmonary fat embolism
493,2268003,Victim of homosexual aggression
494,2284002,Pulsating exophthalmos
495,2295008,Closed fracture of upper end of forearm
496,2296009,Iron dextran toxicity
497,2298005,Goltz syndrome
498,2301009,Psychosomatic factor in physical condition and psychological component of unknown degree
499,2303007,Inguinal hernia with gangrene
500,2304001,Discitis
501,2307008,Fat necrosis of pancreas
502,2308003,Silent alleles
503,2312009,Reactive attachment disorder of infancy OR early childhood and inhibited type
504,2314005,Unprotected sexual intercourse
505,2326000,Marriage annulment
506,2339001,Sexual overexposure
507,2341000,Infection by Moniliformis
508,2351004,Genetic transduction
509,2355008,Rud's syndrome
510,2359002,Hyper-beta-alaninemia
511,2365002,Chronic granular pharyngitis
512,2366001,Late effect of dislocation
513,2367005,Acute hemorrhagic gastritis
514,2374000,Monofascicular block
515,2385003,Cellulitis of pectoral region
516,2388001,Normal variation in translucency
517,2390000,Acute gonococcal vulvovaginitis
518,2391001,Achondrogenesis
519,2396006,Malignant pyoderma
520,2398007,Quinidine toxicity by EKG
521,2403008,Psychoactive substance dependence
522,2415007,Lumbosacral root lesion
523,2418009,Toxic effect of polyester fumes
524,2419001,Open wound of forehead with complication
525,2420007,Third degree burn of multiple sites of upper limb
526,2432006,Cerebrospinal fluid circulation disorder
527,2435008,Ascariasis
528,2437000,Placenta circumvallata
529,2438005,Iniencephaly
530,2439002,Purulent endocarditis
531,2443003,Hydrogen sulfide poisoning
532,2452007,Fetal rotation
533,2463005,Acquired heterochromia of iris
534,2469009,Onychomalacia
535,2470005,Brain damage
536,2471009,Postoperative intra-abdominal abscess
537,2472002,Anuria
538,2473007,Intermittent vertical heterotropia
539,2477008,Superficial thrombophlebitis
540,2492009,Nutritional disorder
541,2495006,Congenital cerebral arteriovenous aneurysm
542,2496007,Acalculia
543,2506003,Early onset dysthymia
544,2513003,Tinea capitis due to Trichophyton
545,2518007,Cryptogenic sexual precocity
546,2521009,Bone conduction better than air
547,2523007,Salmonella pneumonia
548,2526004,Noninflammatory disorder of the female genital organs
549,2528003,Viremia
550,2532009,Choroidal rupture
551,2534005,Congenital absence of vena cava
552,2538008,Ketosis
553,2541004,Compulsive buying
554,2554006,Acute purulent pericarditis
555,2556008,Periodontal disease
556,2560006,Syndactyly of fingers with fusion of bones
557,2562003,Athanasia trifurcata poisoning
558,2576002,Trachoma
559,2581006,Clasp-knife effect
560,2582004,Deep third degree burn of multiple sites of lower limb
561,2583009,Chiari's network
562,2584003,Cerebral degeneration in childhood
563,2585002,Pneumococcal pleurisy
564,2589008,Acute dacryoadenitis
565,2591000,Crushing injury of shoulder region
566,2593002,Dubowitz's syndrome
567,2602008,Hemarthrosis of shoulder region
568,2606006,Furuncle of perineum
569,2615004,Follicular cyst of ovary
570,2618002,Chronic recurrent major depressive disorder
571,2622007,Infected ulcer of skin
572,2624008,Prepubertal periodontitis
573,2625009,Senter syndrome
574,2630008,Open wound of finger without complication
575,2634004,Decreased blood erythrocyte volume
576,2638001,Hypercalcemia due to a drug
577,2640006,Clinical stage IV
578,2651006,Closed traumatic dislocation of elbow joint
579,2655002,Invalidism
580,2657005,Overflow proteinuria
581,2663001,Palpatory proteinuria
582,2665008,Coordinate convulsion
583,2683000,Nonvenomous insect bite of axilla without infection
584,2689001,Dominant dystrophic epidermolysis bullosa with absence of skin
585,2694001,Myelophthisic anemia
586,2704003,Acute disease
587,2707005,Necrotizing enterocolitis in fetus OR newborn
588,2713001,Closed pneumothorax
589,2724004,Recruitment
590,2725003,Previous abnormality of glucose tolerance
591,2733002,Heel pain
592,2736005,Atrophoderma vermiculatum
593,2740001,Gouty proteinuria
594,2749000,Congenital deformity of hip joint
595,2751001,Fibrocalculous pancreatic diabetes
596,2761008,Decreased stool caliber
597,2764000,Articular crepitation
598,2770006,Fetal or neonatal effect of antibiotic transmitted via placenta and/or breast milk
599,2772003,Acquired epidermolysis bullosa
600,2775001,Loose body in joint
601,2776000,Delirium
602,2781009,Spontaneous abortion complicated by delayed AND/OR excessive hemorrhage
603,2782002,Temporomandibular dysplasia
604,2783007,Gastrojejunal ulcer without hemorrhage AND without perforation
605,2786004,Epithelial ovarian tumor and FIGO stage III
606,2790002,Impairment level: one eye: total impairment: other eye: not specified
607,2805007,Phosmet poisoning
608,2806008,Impaired psychomotor development
609,2807004,Chronic gastrojejunal ulcer with perforation
610,2808009,Infection by Prosthenorchis elegans
611,2815001,Sexual pyromania
612,2816000,Dilated cardiomyopathy secondary to myotonic dystrophy
613,2818004,Congenital vascular anomaly of eye
614,2819007,Poisoning by magnesium sulfate
615,2825006,Abrasion AND/OR friction burn of gum without infection
616,2828008,Congenital stenosis of nares
617,2829000,Uhl's disease
618,2831009,Pyloric antral vascular ectasia
619,2835000,Traumatic cardiac hemolytic anemia
620,2836004,Toxic effect of butane
621,2838003,Piblokto
622,2840008,Open fracture of vault of skull with cerebral laceration AND/OR contusion
623,2850009,Infection by Schistosoma incognitum
624,2853006,Macular keratitis
625,2856003,Vitamin A-responsive dermatosis
626,2858002,Puerperal septicemia
627,2884008,Weill-Marchesani syndrome
628,2893009,Anomaly of chromosome pair 10
629,2897005,Thrombocytopenia due to immune destruction
630,2899008,Thought block
631,2900003,Hyperplasia of renal artery
632,2901004,Melena
633,2902006,Decreased lymphocyte life span
634,2904007,Male infertility
635,2910007,Discharge from penis
636,2912004,Cystic-bullous disease of the lung
637,2917005,Transient hypothyroidism
638,2918000,Infection due to Bacteroides
639,2919008,Nausea and vomiting and diarrhea
640,2929001,Occlusion of artery
641,2935001,Poisoning by antiasthmatic
642,2940009,Intrabasal vesicular dermatitis
643,2946003,Osmotic diarrhea
644,2951009,Atopic cataract
645,2955000,Chronic ulcerative pulpitis
646,2965006,Congenital alopecia
647,2967003,Non-comitant strabismus
648,2972007,Anterior spinal artery occlusion syndrome
649,2973002,Pelvic organ injury without open wound into abdominal cavity
650,2978006,Aneurysm of conjunctiva
651,2981001,Abdominal pulsatile mass
652,2989004,Complication following molar AND/OR ectopic pregnancy
653,2990008,Lymphocytic leukemoid reaction
654,2992000,Pigmentary pallidal degeneration
655,2994004,Brain fag
656,2999009,Injury of ear
657,3002002,Hemorrhage of thyroid
658,3004001,Congenital dilatation of esophagus
659,3006004,Disturbance of consciousness
660,3009006,Solanum malacoxylon poisoning
661,3013004,Open wound of ear drum without complication
662,3014005,Id reaction
663,3018008,Penetration of eyeball with magnetic foreign body
664,3019000,Closed anterior dislocation of elbow
665,3021005,Normal gastric acidity
666,3023008,Acute peptic ulcer without hemorrhage and without perforation AND without obstruction
667,3032005,Nonvenomous insect bite of cheek without infection
668,3033000,Bone AND/OR joint disorder of pelvis in mother complicating pregnancy and childbirth AND/OR puerperium
669,3038009,Acute lymphangitis of umbilicus
670,3044008,Vitreous prolapse
671,3053001,Poisoning by nitroglycerin
672,3059002,Acute lymphangitis of thigh
673,3067005,Blood group antigen C^u^
674,3071008,Widow
675,3072001,Hormone-induced hypopituitarism
676,3073006,Ruvalcaba syndrome
677,3084004,Nonvenomous insect bite of gum without infection
678,3089009,Disability evaluation and impairment class 7
679,3094009,Vomiting in infants AND/OR children
680,3095005,Induced malaria
681,3097002,Superficial injury of lip with infection
682,3098007,Rupture of interventricular septum
683,3105002,Intron
684,3109008,Secondary dysthymia early onset
685,3110003,Acute otitis media
686,3119002,Brain stem laceration with open intracranial wound AND loss of consciousness
687,3129009,Infarction of ovary
688,3135009,Swimmer's ear
689,3140001,Citrullinemia and subacute type
690,3144005,Staphylococcal pleurisy
691,3158007,Panic disorder with agoraphobia and agoraphobic avoidance in partial remission AND panic attacks in partial remission
692,3160009,Female infertility of cervical origin
693,3163006,Acute adenoviral follicular conjunctivitis
694,3168002,Thrombophlebitis of intracranial venous sinus
695,3185000,Mood-congruent delusion
696,3199001,Sprain of shoulder
697,3200003,Sacrocoxalgia
698,3208005,Open wound of ossicles without complication
699,3214003,Invasive pulmonary aspergillosis
700,3217005,Open dislocation of sixth cervical vertebra
701,3218000,Mycosis
702,3219008,Disease type AND/OR category unknown
703,3228009,Closed fracture of shaft of radius
704,3229001,Ulcer of trachea
705,3230006,Illegal abortion with afibrinogenemia
706,3238004,Pericarditis
707,3239007,Lymphocyte disorder
708,3253007,Discoloration of skin
709,3254001,Infection by Strongyloides westeri
710,3259006,Homeria species poisoning
711,3261002,Migratory osteolysis
712,3263004,Verumontanitis
713,3272007,Stomatocytosis
714,3274008,Flat chest
715,3275009,Behcet's syndrome and vascular type
716,3276005,Toad poisoning
717,3277001,Terminal mood insomnia
718,3282008,Welders' keratitis
719,3283003,Feeling of sand or foreign body in eye
720,3286006,Patient status determination and greatly improved
721,3289004,Anisometropia
722,3291007,Closed fracture of two ribs
723,3298001,Amnestic disorder
724,3303004,Disease due to Arenavirus
725,3304005,Bronchial compression
726,3305006,Disorder of lymphatics
727,3308008,Atrophic-hyperplastic gastritis
728,3310005,Foreign body granuloma of skin
729,3321001,Renal abscess
730,3323003,Leukoplakia of penis
731,3327002,Jerk nystagmus
732,3331008,Open fracture of neck of metacarpal bone
733,3344003,Toxic labyrinthitis
734,3345002,Idiopathic osteoporosis
735,3355003,Poisoning by anti-common cold drug
736,3358001,Lichen ruber moniliformis
737,3368006,Dull chest pain
738,3376008,Pseudoptyalism
739,3381004,Open fracture of astragalus
